"hide";"cieId";"descripcion";"descripcionOriginal";"sinonimos";"especialidad";"subespecialidad"
"";"38.29";"OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE VASOS SANGUINEOS";"OTROS PROCEDIMIENTOS DIAGNOSTICOS SOBRE VASOS SANGUINEOS";"";"CARDIOVASCULAR";""
"";"38.3";"RESECCION DE VASO CON ANASTOMOSIS";"RESECCION DE VASO CON ANASTOMOSIS";"";"CARDIOVASCULAR";""
"";"38.30";"RESECCION CON ANASTOMOSIS DE SITIO NO ESPECIFICADO";"RESECCION CON ANASTOMOSIS DE SITIO NO ESPECIFICADO";"";"CARDIOVASCULAR";""
"";"38.31";"RESECCION CON ANASTOMOSIS DE VASOS INTRACRANEALES";"RESECCION CON ANASTOMOSIS DE VASOS INTRACRANEALES";"";"CARDIOVASCULAR";""
"";"38.32";"RESECCION CON ANASTOMOSIS DE OTROS VASOS DE CABEZA Y CUELLO";"RESECCION CON ANASTOMOSIS DE OTROS VASOS DE CABEZA Y CUELLO";"";"CARDIOVASCULAR";""
"";"38.33";"RESECCION CON ANASTOMOSIS DE VASOS DE MIEMBROS SUPERIORES";"RESECCION CON ANASTOMOSIS DE VASOS DE MIEMBROS SUPERIORES";"";"CARDIOVASCULAR";""
"";"38.34";"RESECCION CON ANASTOMOSIS DE AORTA";"RESECCION CON ANASTOMOSIS DE AORTA";"";"CARDIOVASCULAR";""
"";"38.35";"RESECCION CON ANASTOMOSIS DE OTROS VASOS TORACICOS";"RESECCION CON ANASTOMOSIS DE OTROS VASOS TORACICOS";"";"CARDIOVASCULAR";""
"";"38.36";"RESECCION CON ANASTOMOSIS DE ARTERIAS ABDOMINALES";"RESECCION CON ANASTOMOSIS DE ARTERIAS ABDOMINALES";"";"CARDIOVASCULAR";""
"";"38.37";"RESECCION CON ANASTOMOSIS DE VENAS ABDOMINALES";"RESECCION CON ANASTOMOSIS DE VENAS ABDOMINALES";"";"CARDIOVASCULAR";""
"";"38.38";"RESECCION CON ANASTOMOSIS DE ARTERIAS DE MIEMBROS INFERIORES";"RESECCION CON ANASTOMOSIS DE ARTERIAS DE MIEMBROS INFERIORES";"";"CARDIOVASCULAR";""
"";"38.39";"RESECCION CON ANASTOMOSIS DE VENAS DE MIEMBROS INFERIORES";"RESECCION CON ANASTOMOSIS DE VENAS DE MIEMBROS INFERIORES";"";"CARDIOVASCULAR";""
"";"38.4";"RESECCION DE VASO CON SUSTITUCION";"RESECCION DE VASO CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.40";"RESECCION DE VASO CON SUSTITUCION DE SITIO NO ESPECIFICADO";"RESECCION DE VASO CON SUSTITUCION DE SITIO NO ESPECIFICADO";"";"CARDIOVASCULAR";""
"";"38.41";"RESECCION DE VASOS INTRACRANEALES CON SUSTITUCION";"RESECCION DE VASOS INTRACRANEALES CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.42";"RESECCION DE OTROS VASOS DE CABEZA Y CUELLO CON SUSTITUCION";"RESECCION DE OTROS VASOS DE CABEZA Y CUELLO CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.43";"RESECCION DE VASOS DE MIEMBROS SUPERIORES CON SUSTITUCION";"RESECCION DE VASOS DE MIEMBROS SUPERIORES CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.44";"RESECCION DE AORTA, ABDOMINAL CON SUSTITUCION";"RESECCION DE AORTA, ABDOMINAL CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.45";"RESECCION DE VASOS TORACICOS CON SUSTITUCION";"RESECCION DE VASOS TORACICOS CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.46";"RESECCION DE ARTERIAS ABDOMINALES CON SUSTITUCION";"RESECCION DE ARTERIAS ABDOMINALES CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.47";"RESECCION DE VENAS ABDOMINALES CON SUSTITUCION";"RESECCION DE VENAS ABDOMINALES CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.48";"RESECCION DE ARTERIAS DE MIEMBROS INFERIORES CON SUSTITUCION";"RESECCION DE ARTERIAS DE MIEMBROS INFERIORES CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.49";"RESECCION DE VENAS DE MIEMBROS INFERIORES CON SUSTITUCION";"RESECCION DE VENAS DE MIEMBROS INFERIORES CON SUSTITUCION";"";"CARDIOVASCULAR";""
"";"38.5";"LIGADURA Y EXTIRPACION DE VENAS VARICOSAS";"LIGADURA Y EXTIRPACION DE VENAS VARICOSAS";"";"CARDIOVASCULAR";""
"";"38.50";"LIGADURA Y EXTIRPACION DE V. VARICOSASE SITIO NO ESPECIFICAD";"LIGADURA Y EXTIRPACION DE V. VARICOSASE SITIO NO ESPECIFICAD";"";"CARDIOVASCULAR";""
"";"38.51";"LIGADURA Y EXTIRPACION DE VASOS INTRACRANEALES";"LIGADURA Y EXTIRPACION DE VASOS INTRACRANEALES";"";"CARDIOVASCULAR";""
"";"38.52";"LIGADURA Y EXTIRPACION DE VARICES OTRO V. DE CABEZA Y CUELLO";"LIGADURA Y EXTIRPACION DE VARICES OTRO V. DE CABEZA Y CUELLO";"";"CARDIOVASCULAR";""
"";"38.53";"LIGADURA Y EXTIRPACION DE VARICES V. DE MIEMBROS SUPERIORES";"LIGADURA Y EXTIRPACION DE VARICES V. DE MIEMBROS SUPERIORES";"";"CARDIOVASCULAR";""
"";"38.55";"LIGADURA Y EXTIRPACION DE VARICES DE OTROS VASOS TORACICOS";"LIGADURA Y EXTIRPACION DE VARICES DE OTROS VASOS TORACICOS";"";"CARDIOVASCULAR";""
"";"38.57";"LIGADURA Y EXTIRPACION DE VENAS ABDOMINALES";"LIGADURA Y EXTIRPACION DE VENAS ABDOMINALES";"";"CARDIOVASCULAR";""
"";"38.59";"LIGADURA Y EXTIRPACION DE VARICES V. DE MIEMBROS INFERIORE";"LIGADURA Y EXTIRPACION DE VARICES V. DE MIEMBROS INFERIORE";"";"CARDIOVASCULAR";""
"";"38.6";"OTRA EXCISION DE VASOS";"OTRA EXCISION DE VASOS";"";"CARDIOVASCULAR";""
"";"38.60";"OTRA EXCISION DE VASOS DE SITIO NO ESPECIFICADO";"OTRA EXCISION DE VASOS DE SITIO NO ESPECIFICADO";"";"CARDIOVASCULAR";""
"";"38.61";"OTRA EXCISION DE VASOS INTRACRANEALES";"OTRA EXCISION DE VASOS INTRACRANEALES";"";"CARDIOVASCULAR";""
"";"38.62";"OTRA EXCISION DE OTROS VASOS DE CABEZA Y CUELLO";"OTRA EXCISION DE OTROS VASOS DE CABEZA Y CUELLO";"";"CARDIOVASCULAR";""
"";"38.63";"OTRA EXCISION DE VASOS DE MIEMBROS SUPERIORES";"OTRA EXCISION DE VASOS DE MIEMBROS SUPERIORES";"";"CARDIOVASCULAR";""
"";"38.64";"OTRA EXCISION DE AORTA";"OTRA EXCISION DE AORTA";"";"CARDIOVASCULAR";""
"";"38.65";"OTRA EXCISION DE OTROS VASOS TORACICOS";"OTRA EXCISION DE OTROS VASOS TORACICOS";"";"CARDIOVASCULAR";""
"";"38.66";"OTRA EXCISION DE ARTERIAS ABDOMINALES";"OTRA EXCISION DE ARTERIAS ABDOMINALES";"";"CARDIOVASCULAR";""
"";"38.67";"OTRA EXCISION DE VENAS ABDOMINALES";"OTRA EXCISION DE VENAS ABDOMINALES";"";"CARDIOVASCULAR";""
"";"38.68";"OTRA EXCISION DE ARTERIAS DE MIEMBROS INFERIORES";"OTRA EXCISION DE ARTERIAS DE MIEMBROS INFERIORES";"";"CARDIOVASCULAR";""
"";"38.69";"OTRA EXCISION DE VENAS DE MIEMBROS INFERIORES";"OTRA EXCISION DE VENAS DE MIEMBROS INFERIORES";"";"CARDIOVASCULAR";""
"";"38.7";"PLICATURA DE VENA CAVA";"PLICATURA DE VENA CAVA";"";"CARDIOVASCULAR";""
"";"38.8";"OTRA OCLUSION QUIRURGICA DE VASOS";"OTRA OCLUSION QUIRURGICA DE VASOS";"";"CARDIOVASCULAR";""
"";"38.80";"OTRA OCLUSION QUIRURGICA DE VASOS SITIO NO ESPECIFICADO";"OTRA OCLUSION QUIRURGICA DE VASOS SITIO NO ESPECIFICADO";"";"CARDIOVASCULAR";""
"";"38.81";"OTRA OCLUSION QUIRURGICA DE VASOS INTRACRANEALES";"OTRA OCLUSION QUIRURGICA DE VASOS INTRACRANEALES";"";"CARDIOVASCULAR";""
"";"38.82";"OTRA OCLUSION QUIRURGICA DE OTROS VASOS DE CABEZA Y CUELLO";"OTRA OCLUSION QUIRURGICA DE OTROS VASOS DE CABEZA Y CUELLO";"";"CARDIOVASCULAR";""
"";"38.83";"OTRA OCLUSION QUIRURGICA DE VASOS DE MIEMBROS SUPERIORES";"OTRA OCLUSION QUIRURGICA DE VASOS DE MIEMBROS SUPERIORES";"";"CARDIOVASCULAR";""
"";"38.84";"OTRA OCLUSION QUIRURGICA DE AORTA";"OTRA OCLUSION QUIRURGICA DE AORTA";"";"CARDIOVASCULAR";""
"";"38.85";"OTRA OCLUSION QUIRURUGICA DE OTROS VASOS TORACICOS";"OTRA OCLUSION QUIRURUGICA DE OTROS VASOS TORACICOS";"";"CARDIOVASCULAR";""
"";"38.86";"OTRA OCLUSION QUIRURGICA DE ARTERIAS ABDOMINALES";"OTRA OCLUSION QUIRURGICA DE ARTERIAS ABDOMINALES";"";"CARDIOVASCULAR";""
"";"38.87";"OTRA OCLUSION QUIRURGICA DE VENAS ABDOMINALES";"OTRA OCLUSION QUIRURGICA DE VENAS ABDOMINALES";"";"CARDIOVASCULAR";""
"";"38.88";"OTRA OCLUSION QUIRURGICA DE ARTERIAS DE MIEMBROS INFERIORES";"OTRA OCLUSION QUIRURGICA DE ARTERIAS DE MIEMBROS INFERIORES";"";"CARDIOVASCULAR";""
"";"38.89";"OTRA OCLUSION QUIRURGICA DE VENAS DE MIEMBROS INFERIORES";"OTRA OCLUSION QUIRURGICA DE VENAS DE MIEMBROS INFERIORES";"";"CARDIOVASCULAR";""
"";"38.9";"PUNCION DE VASO";"PUNCION DE VASO";"";"CARDIOVASCULAR";""
"";"38.91";"CATETERISMO ARTERIAL";"CATETERISMO ARTERIAL";"";"CARDIOVASCULAR";""
"";"38.92";"CATETERISMO DE VENA UMBILICAL";"CATETERISMO DE VENA UMBILICAL";"";"CARDIOVASCULAR";""
"";"38.93";"OTRO CATETERISMO VENOSO N.C.O.C.";"OTRO CATETERISMO VENOSO N.C.O.C.";"";"CARDIOVASCULAR";""
"";"38.94";"DISECCION DE VENA PERIFERICA";"DISECCION DE VENA PERIFERICA";"";"CARDIOVASCULAR";""
"";"38.95";"CATETERIZACION VENOSA PARA DIALISIS RENAL";"CATETERIZACION VENOSA PARA DIALISIS RENAL";"";"CARDIOVASCULAR";""
"";"38.97";"COLOCACION DE CATETER VENOSO CENTRAL MEDIANTE GUIADO";"COLOCACION DE CATETER VENOSO CENTRAL MEDIANTE GUIADO";"";"CARDIOVASCULAR";""
"";"38.98";"OTRA PUNCION DE ARTERIA";"OTRA PUNCION DE ARTERIA";"";"CARDIOVASCULAR";""
"";"38.99";"OTRA PUNCION DE VENA";"OTRA PUNCION DE VENA";"";"CARDIOVASCULAR";""
"";"39.0";"DESVIACION O CONEXION DE ARTERIA SISTEMICA A ARTERIA PULMONA";"DESVIACION O CONEXION DE ARTERIA SISTEMICA A ARTERIA PULMONA";"";"CARDIOVASCULAR";""
"";"39.1";"DESVIACION VENOSA INTRAABDOMINAL";"DESVIACION VENOSA INTRAABDOMINAL";"";"CARDIOVASCULAR";""
"";"39.2";"OTRA DESVIACION O DERIVACION VASCULAR";"OTRA DESVIACION O DERIVACION VASCULAR";"";"CARDIOVASCULAR";""
"";"39.21";"ANASTOMOSIS DE VENA CAVA ARTERIA PULMONAR";"ANASTOMOSIS DE VENA CAVA ARTERIA PULMONAR";"";"CARDIOVASCULAR";""
"";"39.22";"DERIVACION AORTA SUBCLAVIA CAROTIDEA";"DERIVACION AORTA SUBCLAVIA CAROTIDEA";"";"CARDIOVASCULAR";""
"";"39.23";"OTRA DERIVACION O DESVIACION VASCULAR INTRATORACICA";"OTRA DERIVACION O DESVIACION VASCULAR INTRATORACICA";"";"CARDIOVASCULAR";""
"";"39.24";"DERIVACION AORTA RENAL";"DERIVACION AORTA RENAL";"";"CARDIOVASCULAR";""
"";"39.25";"DERIVACION AORTA ILIACA FEMORAL";"DERIVACION AORTA ILIACA FEMORAL";"";"CARDIOVASCULAR";""
"";"39.26";"OTRA DERIVACION O DESVIACION VASCULAR INTRABDOMINAL";"OTRA DERIVACION O DESVIACION VASCULAR INTRABDOMINAL";"";"CARDIOVASCULAR";""
"";"39.27";"ARTERIOVENOSTOMIA PARA DIALISIS RENAL";"ARTERIOVENOSTOMIA PARA DIALISIS RENAL";"";"CARDIOVASCULAR";""
"";"39.28";"DESVIACION VASCULAR EXTRACRANEAL INTRACRANEAL";"DESVIACION VASCULAR EXTRACRANEAL INTRACRANEAL";"";"CARDIOVASCULAR";""
"";"39.29";"OTRA DERIVACION O DESVIACION VASCULAR (PERIFERICA)";"OTRA DERIVACION O DESVIACION VASCULAR (PERIFERICA)";"";"CARDIOVASCULAR";""
"";"39.3";"SUTURA DE VASO";"SUTURA DE VASO";"";"CARDIOVASCULAR";""
"";"39.30";"SUTURA DE VASO SANGUINEO NO ESPECIFICADO";"SUTURA DE VASO SANGUINEO NO ESPECIFICADO";"";"CARDIOVASCULAR";""
"";"39.31";"SUTURA DE ARTERIA";"SUTURA DE ARTERIA";"";"CARDIOVASCULAR";""
"";"39.32";"SUTURA DE VENA";"SUTURA DE VENA";"";"CARDIOVASCULAR";""
"";"39.4";"REVISION DE PROCEDIMIENTO VASCULAR";"REVISION DE PROCEDIMIENTO VASCULAR";"";"CARDIOVASCULAR";""
"";"39.41";"CONTROL DE HEMORRAGIA DESPUES DE CIRUGIA VASCULAR";"CONTROL DE HEMORRAGIA DESPUES DE CIRUGIA VASCULAR";"";"CARDIOVASCULAR";""
"";"39.42";"REVISION DE DERIVACION ARTERIOVENOSA PARA DIALISIS RENAL";"REVISION DE DERIVACION ARTERIOVENOSA PARA DIALISIS RENAL";"";"CARDIOVASCULAR";""
"";"39.43";"EXTRACCION DE DESVIACION ARTERIOVENOSA PARA DIALISIS RENAL";"EXTRACCION DE DESVIACION ARTERIOVENOSA PARA DIALISIS RENAL";"";"CARDIOVASCULAR";""
"";"39.49";"OTRA REVISION DE PROCEDIMIENTO VASCULAR";"OTRA REVISION DE PROCEDIMIENTO VASCULAR";"";"CARDIOVASCULAR";""
"";"39.5";"OTRA REPARACION DE VASOS";"OTRA REPARACION DE VASOS";"";"CARDIOVASCULAR";""
"";"39.50";"ANGIOPLASTIA DE OTRO(S) VASO(S) NO CORONARIO(S)";"ANGIOPLASTIA DE OTRO(S) VASO(S) NO CORONARIO(S)";"";"CARDIOVASCULAR";""
"";"39.51";"INTERRUPCION DE ANEURISMA";"INTERRUPCION DE ANEURISMA";"";"CARDIOVASCULAR";""
"";"39.52";"OTRA REPARACION DE ANEURISMA";"OTRA REPARACION DE ANEURISMA";"";"CARDIOVASCULAR";""
"";"39.53";"REPARACION DE FISTULA ARTERIOVENOSA";"REPARACION DE FISTULA ARTERIOVENOSA";"";"CARDIOVASCULAR";""
"";"39.54";"OPERACION DE RE ENTRADA (AORTA)";"OPERACION DE RE ENTRADA (AORTA)";"";"CARDIOVASCULAR";""
"";"39.55";"REIMPLANTACION DE VASO RENAL ABERRANTE";"REIMPLANTACION DE VASO RENAL ABERRANTE";"";"CARDIOVASCULAR";""
"";"39.56";"REPARACION DE VASO SANGUINEO CON INJERTO DE PARCHE DE TEJIDO";"REPARACION DE VASO SANGUINEO CON INJERTO DE PARCHE DE TEJIDO";"";"CARDIOVASCULAR";""
"";"39.57";"REPARACION DE VASO SANGUINEO CON INJERTO DE PARCHE SINTETICO";"REPARACION DE VASO SANGUINEO CON INJERTO DE PARCHE SINTETICO";"";"CARDIOVASCULAR";""
"";"39.58";"REPARAC. DE VASO SANGUI.CON TIPO DE INJERTO DE PARCHE NO ESP";"REPARAC. DE VASO SANGUI.CON TIPO DE INJERTO DE PARCHE NO ESP";"";"CARDIOVASCULAR";""
"";"39.59";"OTRA REPARACION DE VASO";"OTRA REPARACION DE VASO";"";"CARDIOVASCULAR";""
"";"39.6";"CIRCULACION EXTRACORPOREA Y PROC.AUX.CIRUGIA CARDIACA ABIERT";"CIRCULACION EXTRACORPOREA Y PROC.AUX.CIRUGIA CARDIACA ABIERT";"";"CARDIOVASCULAR";""
"";"39.61";"CIRCULACION EXTRACORPOREA AUXILIAR PARA CIRUGIA CARDIACA ABI";"CIRCULACION EXTRACORPOREA AUXILIAR PARA CIRUGIA CARDIACA ABI";"";"CARDIOVASCULAR";""
"";"39.62";"HIPOTERMIA (SISTEMICA) ACCESORIA DE CIRUGIA CARDIACA ABIERTA";"HIPOTERMIA (SISTEMICA) ACCESORIA DE CIRUGIA CARDIACA ABIERTA";"";"CARDIOVASCULAR";""
"";"39.63";"CARDIOPLEGIA";"CARDIOPLEGIA";"";"CARDIOVASCULAR";""
"";"39.64";"MARCAPASOS CARDIACO INTRAOPERATORIO";"MARCAPASOS CARDIACO INTRAOPERATORIO";"";"CARDIOVASCULAR";""
"";"39.65";"OXIGENACION EXTRACORPOREA DE LA MEMBRANA";"OXIGENACION EXTRACORPOREA DE LA MEMBRANA";"";"CARDIOVASCULAR";""
"";"39.66";"DESVIACION CARDIOPULMONAR PERCUTANEA";"DESVIACION CARDIOPULMONAR PERCUTANEA";"";"CARDIOVASCULAR";""
"";"39.7";"PROCEDIMIENTOS ENDOVASCULARES SOBRE VASO(S)";"PROCEDIMIENTOS ENDOVASCULARES SOBRE VASO(S)";"";"CARDIOVASCULAR";""
"";"39.71";"IMPLANTE ENDOVASCULAR DE OTRO INJERTO EN AORTA ABDOMINAL";"IMPLANTE ENDOVASCULAR DE OTRO INJERTO EN AORTA ABDOMINAL";"";"CARDIOVASCULAR";""
"";"39.72";"EMBOLIZACION U OCLUSION ENDOVASCULAR (TOTAL) DE VASOS DE CABEZA Y CUELLO";"EMBOLIZACION U OCLUSION ENDOVASCULAR (TOTAL) DE VASOS DE CABEZA Y CUELLO";"";"CARDIOVASCULAR";""
"";"39.73";"IMPLANTACION ENDOVASCULAR DE INJERTO EN AORTA TORACICA";"IMPLANTACION ENDOVASCULAR DE INJERTO EN AORTA TORACICA";"";"CARDIOVASCULAR";""
"";"39.74";"ELIMINACION ENDOVASCULAR DE OBSTRUCCION DE VASO(S) DE CABEZA Y CUELLO";"ELIMINACION ENDOVASCULAR DE OBSTRUCCION DE VASO(S) DE CABEZA Y CUELLO";"";"CARDIOVASCULAR";""
"";"39.75";"EMBOLIZACION U OCLUSION ENDOVASCULAR DE VASO(S) DE CABEZA O CUELLO UTILIZANDO ESPIRALES DESCUBIERTAS";"EMBOLIZACION U OCLUSION ENDOVASCULAR DE VASO(S) DE CABEZA O CUELLO UTILIZANDO ESPIRALES DESCUBIERTAS";"";"CARDIOVASCULAR";""
"";"39.76";"EMBOLIZACION U OCLUSION ENDOVASCULAR DE VASO(S) DE CABEZA O CUELLO UTILIZANDO ESPIRALES BIOACTIVAS";"EMBOLIZACION U OCLUSION ENDOVASCULAR DE VASO(S) DE CABEZA O CUELLO UTILIZANDO ESPIRALES BIOACTIVAS";"";"CARDIOVASCULAR";""
"";"39.77";"OCLUSIÓN INTRAVASCULAR TEMPORAL (PARCIAL) TERAPÉUTICA DE VASO";"OCLUSIÓN INTRAVASCULAR TEMPORAL (PARCIAL) TERAPÉUTICA DE VASO";"";"CARDIOVASCULAR";""
"";"39.78";"IMPLANTACIÓN INTRAVASCULAR DE INJERTO(S) RAMIFICADO(S) O FENESTRADO(S) EN AORTA";"IMPLANTACIÓN INTRAVASCULAR DE INJERTO(S) RAMIFICADO(S) O FENESTRADO(S) EN AORTA";"";"CARDIOVASCULAR";""
"";"39.79";"OTROS PROCEDIMIENTOS ENDOVASCULARES SOBRE OTROS VASOS";"OTROS PROCEDIMIENTOS ENDOVASCULARES SOBRE OTROS VASOS";"";"CARDIOVASCULAR";""
"";"39.8";"OPERACIONES SOBRE EL CUERPO CAROTIDEO, SENO CAROTIDEO Y OTROS CUERPOS VASCULARES";"OPERACIONES SOBRE EL CUERPO CAROTIDEO, SENO CAROTIDEO Y OTROS CUERPOS VASCULARES";"";"CARDIOVASCULAR";""
"";"39.81";"IMPLANTACION O SUSTITUCION DE DISPOSITIVO DE ESTIMULACION DE SENO CAROTIDEO, SISTEMA TOTAL";"IMPLANTACION O SUSTITUCION DE DISPOSITIVO DE ESTIMULACION DE SENO CAROTIDEO, SISTEMA TOTAL";"";"CARDIOVASCULAR";""
"";"39.82";"IMPLANTACION O SUSTITUCION DE CABLE(S) DE ESTIMULACION DE SENO CAROTIDEO(S) SOLO";"IMPLANTACION O SUSTITUCION DE CABLE(S) DE ESTIMULACION DE SENO CAROTIDEO(S) SOLO";"";"CARDIOVASCULAR";""
"";"39.83";"IMPLANTACION O SUSTITUCION DE ESTIMULADOR GENERADOR DE PULSO DE SENO CAROTIDEO SOLO";"IMPLANTACION O SUSTITUCION DE ESTIMULADOR GENERADOR DE PULSO DE SENO CAROTIDEO SOLO";"";"CARDIOVASCULAR";""
"";"39.84";"REVISION DE CABLE(S) DE ESTIMULACION DE SENO CAROTIDEO SOLO";"REVISION DE CABLE(S) DE ESTIMULACION DE SENO CAROTIDEO SOLO";"";"CARDIOVASCULAR";""
"";"39.85";"REVISION DE ESTIMULADOR GENERADOR DE PULSO DE SENO CAROTIDEO";"REVISION DE ESTIMULADOR GENERADOR DE PULSO DE SENO CAROTIDEO";"";"CARDIOVASCULAR";""
"";"39.86";"RETIRADA DE DISPOSITIVO DE ESTIMULACION DEL SENO CAROTIDEO, SISTEMA TOTAL";"RETIRADA DE DISPOSITIVO DE ESTIMULACION DEL SENO CAROTIDEO, SISTEMA TOTAL";"";"CARDIOVASCULAR";""
"";"39.87";"RETIRADA DE CABLE(S) DE ESTIMULACION DEL SENO CAROTIDEO SOLO";"RETIRADA DE CABLE(S) DE ESTIMULACION DEL SENO CAROTIDEO SOLO";"";"CARDIOVASCULAR";""
"";"39.88";"RETIRADA DE ESTIMULADOR GENERADOR DE PULSO DE SENO CAROTIDEO SOLO";"RETIRADA DE ESTIMULADOR GENERADOR DE PULSO DE SENO CAROTIDEO SOLO";"";"CARDIOVASCULAR";""
"";"39.89";"OTRAS OPERACIONES SOBRE CUERPO CAROTIDEO, SENO CAROTIDEO Y OTROS CUERPOS VASCULARES";"OTRAS OPERACIONES SOBRE CUERPO CAROTIDEO, SENO CAROTIDEO Y OTROS CUERPOS VASCULARES";"";"CARDIOVASCULAR";""
"";"39.9";"OTRAS OPERACIONES SOBRE VASOS";"OTRAS OPERACIONES SOBRE VASOS";"";"CARDIOVASCULAR";""
"";"39.90";"INSERCION DE STENT(S) NO LIBERADOR(ES) DE FARMACOS EN VASOS PERIFERICOS (NO CORONARIOS)";"INSERCION DE STENT(S) NO LIBERADOR(ES) DE FARMACOS EN VASOS PERIFERICOS (NO CORONARIOS)";"";"CARDIOVASCULAR";""
"";"39.91";"LIBERACION DE VASO";"LIBERACION DE VASO";"";"CARDIOVASCULAR";""
"";"39.92";"INYECCION DE AGENTE ESCLEROSANTE EN VENA";"INYECCION DE AGENTE ESCLEROSANTE EN VENA";"";"CARDIOVASCULAR";""
"";"39.93";"INSERCION DE CANULA DE VASO A VASO";"INSERCION DE CANULA DE VASO A VASO";"";"CARDIOVASCULAR";""
"";"39.94";"SUSTITUCION DE CANULA VASO A VASO";"SUSTITUCION DE CANULA VASO A VASO";"";"CARDIOVASCULAR";""
"";"39.95";"HEMODIALISIS";"HEMODIALISIS";"";"CARDIOVASCULAR";""
"";"39.96";"PERFUSION DE CUERPO ENTERO";"PERFUSION DE CUERPO ENTERO";"";"CARDIOVASCULAR";""
"";"39.97";"OTRA PERFUSION";"OTRA PERFUSION";"";"CARDIOVASCULAR";""
"";"39.98";"CONTROL DE HEMORRAGIA, NEOM";"CONTROL DE HEMORRAGIA, NEOM";"";"CARDIOVASCULAR";""
"";"39.99";"OTRAS OPERACIONES SOBRE VASOS";"OTRAS OPERACIONES SOBRE VASOS";"";"CARDIOVASCULAR";""
"";"40.0";"INCISION DE ESTRUCTURAS LINFATICAS";"INCISION DE ESTRUCTURAS LINFATICAS";"";"UNIVERSAL";""
"";"40.11";"BIOPSIA GANGLIONAR";"BIOPSIA DE ESTRUCTURA LINFATICA";"BIOPSIA DE GANGLIO LINFATICA";"UNIVERSAL";""
"";"40.2";"EXCISION SIMPLE DE ESTRUCTURA LINFATICA";"EXCISION SIMPLE DE ESTRUCTURA LINFATICA";"";"UNIVERSAL";""
"";"40.21";"EXCISION DE NODULO LINFATICO CERVICAL PROFUNDO";"EXCISION DE NODULO LINFATICO CERVICAL PROFUNDO";"";"UNIVERSAL";""
"";"40.22";"EXCISION DE NODULO LINFATICO MAMARIO INTERNO";"EXCISION DE NODULO LINFATICO MAMARIO INTERNO";"";"UNIVERSAL";""
"";"40.23";"EXCISION DE NODULO LINFATICO AXILAR";"EXCISION DE NODULO LINFATICO AXILAR";"";"UNIVERSAL";""
"";"40.24";"EXCISION DE NODULO LINFATICO INGUINAL";"EXCISION DE NODULO LINFATICO INGUINAL";"";"UNIVERSAL";""
"";"40.29";"EXCISION SIMPLE DE OTRA ESTRUCTUTURA LINFATICA";"EXCISION SIMPLE DE OTRA ESTRUCTUTURA LINFATICA";"";"UNIVERSAL";""
"";"40.3";"EXCISION DE NODULO LINFATICO REGIONAL";"EXCISION DE NODULO LINFATICO REGIONAL";"";"UNIVERSAL";""
"";"40.4";"EXCISION RADICAL DE GANGLIOS LINFATICOS CERVICALES";"EXCISION RADICAL DE GANGLIOS LINFATICOS CERVICALES";"";"UNIVERSAL";""
"";"40.40";"DISECCION RADICAL DE CUELLO, NEOM";"DISECCION RADICAL DE CUELLO, NEOM";"";"UNIVERSAL";""
"";"40.41";"DISECCION RADICAL DE CUELLO, UNILATERAL";"DISECCION RADICAL DE CUELLO, UNILATERAL";"";"UNIVERSAL";""
"";"40.42";"DISECCION RADICAL DE CUELLO, BILATERAL";"DISECCION RADICAL DE CUELLO, BILATERAL";"";"UNIVERSAL";""
"";"40.5";"EXCISION RADICAL DE OTROS GANGLIOS LINFATICOS";"EXCISION RADICAL DE OTROS GANGLIOS LINFATICOS";"";"UNIVERSAL";""
"";"40.50";"EXCISION RADICAL DE GANGLIOS LINFATICOS,  NEOM";"EXCISION RADICAL DE GANGLIOS LINFATICOS,  NEOM";"";"UNIVERSAL";""
"";"40.51";"LINFADENECTOMIA AXILAR";"EXCISION RADICAL DE GANGLIOS LINFATICOS AXILARES";"";"UNIVERSAL";""
"";"40.52";"LINFADENECTOMIA PERIAORTICA";"EXCISION RADICAL DE GANGLIOS LINFATICOS PERIAORTICOS";"";"UNIVERSAL";""
"";"40.53";"LINFADENECTOMIA ILIACA";"EXCISION RADICAL DE GANGLIOS LINFATICOS ILIACOS";"";"UNIVERSAL";""
"";"40.54";"LINFADENECTOMIA INGUINAL";"DISECCION RADICAL DE INGLE";"";"UNIVERSAL";""
"";"40.6";"OPERACIONES SOBRE CONDUCTO TORACICO";"OPERACIONES SOBRE CONDUCTO TORACICO";"";"UNIVERSAL";""
"";"40.61";"CANULACION DE CONDUCTO TORACICO";"CANULACION DE CONDUCTO TORACICO";"";"UNIVERSAL";""
"";"40.62";"FISTULIZACION DE CONDUCTO TORACICO";"FISTULIZACION DE CONDUCTO TORACICO";"";"UNIVERSAL";""
